event_id,event_group,event_category,event_type,description,equipment_id,equipment_name,event_time,note
al_8bd4f75b-8c80-4ab9-aabd-24e06b6f10ff,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-19 00:00:00,
al_1c1e189d-4e36-4276-bf87-3c15a8cbf43f,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-19 00:00:00,
al_f1e74696-804a-48a7-84e7-8263ffa79241,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-20 00:00:00,
al_52efd2ee-494f-4b13-bcc7-2834da404805,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-20 00:00:00,
al_540eb212-aad5-482b-94b6-06a6dd5ae3a3,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-21 00:00:00,
al_94a204a8-7fcb-498e-b376-32e78031052e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-21 00:00:00,
WO325836,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2019-01-21 20:00:00,
al_073bdfff-8452-448b-9417-3b795adcc230,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-22 00:00:00,
al_9f84e75b-d8ab-4a86-a217-b9a340aeb988,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-22 00:00:00,
al_df9e2624-2658-4b1d-84e5-0014b7ff80eb,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-22 15:00:00,
al_e4c4f87d-739d-4506-add8-2c0d9e7efeab,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-23 00:00:00,
al_18a02f21-7bb0-41f7-9dbd-a53512ac7795,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-23 00:00:00,
al_7110c10e-2b92-4ba1-98a5-ebeb6fcb6182,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-24 00:00:00,
al_b722d5ee-7ed1-44d9-aa1c-d297ae31ce70,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-24 00:00:00,
al_4fcd2882-28cf-488e-afc0-9ce21895351c,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-25 00:00:00,
al_6eab4c79-8367-4d2e-b2a4-1d657c26d234,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-25 00:00:00,
al_c838ba1a-4d24-431c-bd08-44a369a973cb,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-26 00:00:00,
al_e0a2cdd4-22fc-47dd-9890-9f4074138df1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-26 00:00:00,
al_96516e6c-9bc8-4a13-b2a0-03a33fca11fb,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-27 00:00:00,
al_cbe021d2-7eb3-404a-bc9a-3ad1687a5909,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-27 00:00:00,
al_580ce193-d75f-4a5e-9601-1e099a2c8b40,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-28 00:00:00,
al_5c8ef8e4-b6bf-4a9a-865a-662bfc68f0c3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-28 00:00:00,
al_68e5bcf9-b1e3-42c0-b8b6-9228e10e4a9f,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-29 00:00:00,
al_ee85411d-e9d6-4ce6-8808-276050e75161,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-29 00:00:00,
al_9323a310-3fa6-40bc-8dae-52338c5d7b60,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-30 00:00:00,
al_6230afd2-b109-4571-b396-a7eb773f122e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-30 00:00:00,
al_4767630e-5eb3-4001-b53e-b83c5f9d9b7e,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-01-31 00:00:00,
al_9d854087-b7fe-4564-b22e-bc9b8a0a4f32,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-01-31 00:00:00,
al_f2878436-35c6-410a-b954-da10939b4d15,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-01 00:00:00,
al_8c9eb78d-5b3f-47e0-8a17-9c279f7a3c29,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-01 00:00:00,
al_425d9da2-7420-4ecc-a0d7-b8ce1255c2dd,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-02 00:00:00,
al_5ee166e9-a487-4965-9ce1-857ebe12b649,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-02 00:00:00,
al_39122d1c-ef26-4c19-bee4-3847f8a4174e,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-03 00:00:00,
al_dfc971f2-3374-4fe5-9f5b-1c991f7330fd,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-03 00:00:00,
al_200fa271-21ae-45d8-9217-587d1822cd0d,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-04 00:00:00,
al_60adcc28-be2a-45ef-a748-f5f319dea789,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-04 00:00:00,
al_d68feefb-9718-4c70-b2c3-569653c861ad,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-05 00:00:00,
al_5ece5229-979b-4657-89e0-f5d7b5dc0e07,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-05 00:00:00,
al_2b3ccaa0-db7f-48cb-9511-69252601e541,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-06 00:00:00,
al_613d7d82-d291-49ab-b9b9-98457d3748a3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-06 00:00:00,
al_951ead04-e987-4a9f-8778-90d6083fd8e1,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-07 00:00:00,
al_89604a93-a08d-4ac5-a35d-d3206e07eee5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-07 00:00:00,
al_b9a67c4b-e6a0-4668-b04b-f27abb36b579,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-07 11:00:00,
al_1123794c-4ddb-4491-b239-5caa10e23fae,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-07 13:30:00,
al_0c1b872e-8076-4433-aa1d-ed8b2a5e4c60,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-08 00:00:00,
al_cc4d8f15-d411-4645-b2ee-3a6564ffb548,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-08 00:00:00,
al_5bda4baa-11e5-4306-8b36-058531a9e757,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-08 13:30:00,
al_ae4e8371-4bba-4368-872f-56b31b6924b0,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-09 00:00:00,
al_f5c836e9-9e46-48c1-ac0f-189b458f5279,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-10 00:00:00,
al_e7506c25-eec2-4711-9fb4-483a31437439,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-11 00:00:00,
WO330490,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2019-02-11 16:00:00,
al_495054b6-eb31-47a8-8a0f-64cea94a86b9,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-12 00:00:00,
al_79539bf0-415d-4bdf-81b2-4846b702713c,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-12 10:45:00,
al_ff14b858-ea9b-424f-9324-32993dc368d9,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-13 00:00:00,
al_109f362f-8c7f-4c7c-b9bc-6794c4b17b14,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-13 00:00:00,
al_7e4841f1-c469-4feb-a911-c0b9a59b3135,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-14 00:00:00,
al_5ef230ba-d692-44cf-8949-54ec83a164d7,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-14 00:00:00,
al_6a92a083-3814-412e-9cdb-9c96eff09f49,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-15 00:00:00,
al_e05e6fcc-c362-4f2a-bc14-b24bdf3497b5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-15 00:00:00,
al_b4d08d06-fa73-44ad-bc18-33d1a84c55e2,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-16 00:00:00,
al_5bf16528-bb5b-462a-ae55-5668fa2fff4d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-16 00:00:00,
al_52b39154-8dfe-46b5-bbe5-06e1764a570a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-17 00:00:00,
al_50e5d7f6-c63f-4710-accd-8b12960635c7,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-17 00:00:00,
al_55d49acf-b867-4e15-a0d8-d934704a1f5a,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-18 00:00:00,
al_64f61cd6-2d0d-4882-8894-19326c9e10a1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-18 00:00:00,
al_3e2c0845-464c-42ef-a950-6400eaf5bff3,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-18 12:00:00,
al_c333fd08-5ac3-47dc-b0f1-6aea9f83d615,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-19 00:00:00,
al_6e52fb26-7aba-4e80-ab43-9127312650e6,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-19 00:00:00,
al_703167c4-ee59-4468-93fe-2e3d56459f22,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-20 00:00:00,
al_1c4d9d31-e6e2-47db-8afe-d1231973ca15,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-20 00:00:00,
al_6ccc0b11-cab6-4b45-9184-ac4d975741b9,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-21 00:00:00,
al_76b9922a-e6a7-48b0-83c8-f42882ac5827,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-21 00:00:00,
al_52d3d8a5-d8ed-4599-a333-f62ea0ba951e,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-22 00:00:00,
al_ee656515-328a-4f24-a048-a3615d830d67,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-22 00:00:00,
al_66f48a0d-f134-44f6-93c4-6d6a6748d321,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-23 00:00:00,
al_da40e2d6-3095-4055-b9d7-285a250baf70,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-23 00:00:00,
al_7f192c16-85f4-4939-8f62-c5eb6a0ab24f,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-24 00:00:00,
al_a7ac9623-c4ae-49e5-b62a-50d12a0fbeec,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-24 00:00:00,
al_3368721a-34a2-483f-a69b-23cea4f4cd30,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-25 00:00:00,
al_fbb55e7a-b2b4-4a0b-8609-64a60c2620df,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-25 00:00:00,
al_0a971f05-4650-4b8b-8d94-54fa8ca4dfaa,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-26 00:00:00,
al_4ed35e0d-52e3-4c5d-bcdf-27cdd4a0e227,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-26 00:00:00,
al_d6231908-b1a2-4996-9c52-062b72b915e3,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-27 00:00:00,
al_a3bbf226-5912-4eae-8daa-c6063089bb65,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-27 00:00:00,
al_0e74c69e-fe8e-44d4-bdb7-9f0d7ca71ad7,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-02-28 00:00:00,
al_5253c0f1-15d8-4ab8-94e1-eb1a3af7e759,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-02-28 00:00:00,
al_4b001ca5-f0a2-4776-b9f6-38603a0ce5da,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-03-01 00:00:00,
al_0417464c-2dea-4af4-8288-99c56ba61dca,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-01 00:00:00,
al_3175752a-c817-421e-99f1-eebe6508d729,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-03-02 00:00:00,
al_c720c91f-01ec-4138-be3b-fca52e68bcc1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-02 00:00:00,
al_13c2b555-c713-4c0e-a22c-3ede86b700cc,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-03-03 00:00:00,
al_7b653a0c-d947-40ed-b549-fd22f22712f5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-03 00:00:00,
al_ff9e927b-9787-4fee-8380-dcaa5369236f,ALERT,ALERT,RUL0012,Chiller - Cooling Substance Temperature Setpoint Attainment,CWC04006,Chiller 6,2019-03-04 00:00:00,
al_79d83e1b-a997-4a9b-8a21-32764502b079,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-04 00:00:00,
al_4f9b24fa-e48d-46e0-898d-cba734e115d1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-05 00:00:00,
al_768cbaf9-d9a5-49f0-92e9-3ab8071bbaff,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-06 00:00:00,
al_9beb6e07-9601-457f-bf63-cbc661e48d69,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-07 00:00:00,
WO333244,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2019-03-07 18:30:00,
WO333243,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2019-03-07 20:30:00,
al_cfbee291-8edd-437a-a005-62496182ed3e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-08 00:00:00,
al_efe3030d-d1da-44a6-bdfb-6596bdd8f578,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-09 00:00:00,
al_7c327cde-7c52-4700-bf91-38b0310bf735,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-10 00:00:00,
al_197ad78c-66f2-4ebb-948b-d3f205a1576b,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-11 00:00:00,
al_76483bab-2b29-4a3b-8f5f-1de949dfaa84,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-12 00:00:00,
al_7d22a3e4-5550-4e3d-a813-37c399217883,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-13 00:00:00,
al_2dd1d40d-5b64-4e3c-91b8-6d8227353dc2,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-14 00:00:00,
al_4f035f47-d636-49e4-9adb-e0a93f6d2d56,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-15 00:00:00,
al_aa44a04e-0c32-470e-a2a9-f8084d7bc835,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-16 00:00:00,
al_be724ca7-122f-477c-adcf-e5978f5d4d73,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-17 00:00:00,
al_ce464113-53d3-4ac2-81df-99b2c37fbbe3,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-18 00:00:00,
al_0631031e-22ab-43bf-a8d5-831931ad051d,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-19 00:00:00,
al_d27a7d80-f732-4af9-9e2a-47c4eb77fadf,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-20 00:00:00,
al_1cfe38c5-e346-433b-b64b-9e88f7e8047f,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-21 00:00:00,
WO333074,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2019-03-21 13:00:00,
WO323707,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2019-03-21 15:30:00,
al_b9cd9d32-522a-4f32-95aa-9c9d24b61783,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-22 00:00:00,
al_84e4d651-d517-458c-8039-2ab873452b5e,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-23 00:00:00,
al_8431de1d-0599-4231-8d07-3e8f914d252a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-24 00:00:00,
al_00b55c78-bf18-4226-a6c5-463db05fc772,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-25 00:00:00,
al_298292a8-6747-450a-aa45-fc1109415a7f,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-26 00:00:00,
al_5ba8ae2d-e7a7-4778-b8b7-28b335ba3068,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-27 00:00:00,
al_0539b1dc-e560-4fd9-960e-7225631cf0d8,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-28 00:00:00,
al_ed21bb81-ad87-4078-8808-7dec45102c3b,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-29 00:00:00,
al_4089496f-ca60-4799-9f52-0f2b7bb9e66b,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-30 00:00:00,
al_ffede648-2c06-4a4d-be6f-ed9fa9d59d55,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-03-31 00:00:00,
al_ddf50b64-e468-4c5f-832e-e4e8ee695164,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-01 00:00:00,
al_726b0c12-f9fa-445b-81dc-c4ac0c40b4bf,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-02 00:00:00,
al_a8eeec3f-3d9c-4983-8a9a-c3ecb9872fe2,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-03 00:00:00,
al_74922187-124d-4057-8f6d-4f665c8ff044,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-04 00:00:00,
al_09d98892-0180-4fd5-b806-4aa50ac349a8,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-05 00:00:00,
al_c217e616-ef53-4e5c-8522-4107677cecea,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-06 00:00:00,
al_40e86dab-4622-47c1-9123-ebd13a4c0e64,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-07 00:00:00,
al_04ce95f5-6d9f-4506-bb0a-fb19f0dbbabd,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-08 00:00:00,
al_9f4fa5a0-f364-489b-94e5-bb2f22e8681a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-09 00:00:00,
al_c91d1f7c-d47f-45bf-8f00-e8d61df5600a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-10 00:00:00,
al_c18fabd7-3d70-457f-b11c-e6417501e4e1,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-11 00:00:00,
al_399173eb-0c12-401f-af79-bed1de95bda0,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-12 00:00:00,
al_e185e762-d3f0-43d9-b6ad-5bb4a5894f90,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-13 00:00:00,
al_e9a3fea3-6e4d-4ba5-a79b-3832017a97a6,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-14 00:00:00,
al_190f5cf8-9420-4b31-baf7-5a7f559e1251,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-15 00:00:00,
al_6074759e-282a-43a9-8008-fbc078eddb44,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-16 00:00:00,
al_f4f27fab-34c2-432e-b3c6-87262b3acad5,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-17 00:00:00,
al_d39b47d5-9e90-4f22-9bb3-d4da1537c7e4,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-18 00:00:00,
al_dfb244f2-d2cc-464d-8a66-5da609841f41,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-19 00:00:00,
al_cff6d2c7-65ef-4c73-bc2a-5fd271f1185c,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-21 00:00:00,
al_938a8d0e-53fc-4b40-b63a-9441946e8b0a,ALERT,ALERT,RUL0017,Chiller - Load Low,CWC04006,Chiller 6,2019-04-22 00:00:00,
WO337070,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2019-05-19 12:00:00,
WO338419,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2019-05-31 19:30:00,
WO340688,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2019-06-26 13:00:00,
WO338323,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2019-06-26 17:45:00,
WO343353,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2019-08-08 14:45:00,
WO347198,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2019-10-12 12:30:00,
WO351953,WORK_ORDER,PM,MT010,Oil Analysis,CWC04006,Chiller 6,2019-12-08 16:00:00,
WO353163,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2020-01-14 14:00:00,
WO351293,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2020-02-07 18:00:00,
al_34510c09-5453-426f-a7bb-234f000784e0,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04006,Chiller 6,2020-03-24 10:15:00,
WO358242,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2020-04-03 14:00:00,
WO358243,WORK_ORDER,PM,MT001,Routine Maintenance,CWC04006,Chiller 6,2020-04-03 15:30:00,
WO360233,WORK_ORDER,PM,MT004,Refrigerant Addition,CWC04006,Chiller 6,2020-04-20 17:44:00,
al_8ca9cb57-7d7d-4b6a-bf31-f8778763acf3,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04006,Chiller 6,2020-05-15 12:00:00,
al_70d92273-53c9-4df5-b970-27ee69903ed7,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04006,Chiller 6,2020-05-22 12:15:00,
al_2cfc78e0-8e74-421b-adbb-2e9fc8d19913,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04006,Chiller 6,2020-05-26 11:15:00,
WO349293,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2020-05-28 13:03:00,
WO363788,WORK_ORDER,PM,MT013,Vibration Analysis,CWC04006,Chiller 6,2020-05-28 13:04:00,
al_bd7aed86-b7ee-4b04-ba00-1bb98a1b9abd,ALERT,ALERT,RUL0018,Chiller - Evaporator Approach High,CWC04006,Chiller 6,2020-05-29 14:30:00,
WO365424,WORK_ORDER,CM,CS002,Sensor Failure,CWC04006,Chiller 6,2020-06-03 19:00:00,
